GeneA_HOG	GeneB_HOG
HOG0010492	HOG0010615
HOG0010492	HOG0010625
HOG0010492	HOG0010723
HOG0010492	HOG0010782
HOG0010492	HOG0010799
HOG0010492	HOG0010860
HOG0010492	HOG0010865
HOG0010492	HOG0010866
HOG0010492	HOG0010906
HOG0010492	HOG0010917
HOG0010492	HOG0010963
HOG0010492	HOG0010978
HOG0010492	HOG0011081
HOG0010492	HOG0011194
HOG0010492	HOG0011460
HOG0010492	HOG0011620
HOG0010492	HOG0011701
HOG0010492	HOG0011731
HOG0010492	HOG0011837
HOG0010492	HOG0012030
HOG0010492	HOG0012264
HOG0010492	HOG0012301
HOG0010492	HOG0012399
HOG0010492	HOG0012411
HOG0010492	HOG0012416
HOG0010492	HOG0012429
HOG0010492	HOG0012566
HOG0010492	HOG0012612
HOG0010492	HOG0012636
HOG0010492	HOG0012961
HOG0010492	HOG0013590
HOG0010492	HOG0013592
HOG0010492	HOG0013598
HOG0010492	HOG0013604
HOG0010492	HOG0013902
HOG0010492	HOG0013912
HOG0010492	HOG0014072
HOG0010492	HOG0014146
HOG0010492	HOG0014200
HOG0010492	HOG0014206
HOG0010492	HOG0014211
HOG0010492	HOG0014265
HOG0010492	HOG0014283
HOG0010492	HOG0014613
HOG0010492	HOG0014722
HOG0010492	HOG0015422
HOG0010492	HOG0015575
HOG0010492	HOG0015584
HOG0010493	HOG0012875
HOG0010494	HOG0010563
HOG0010494	HOG0010678
HOG0010494	HOG0010709
HOG0010494	HOG0011377
HOG0010494	HOG0011763
HOG0010494	HOG0011820
HOG0010494	HOG0011862
HOG0010494	HOG0011864
HOG0010494	HOG0011898
HOG0010494	HOG0011970
HOG0010494	HOG0011972
HOG0010494	HOG0011994
HOG0010494	HOG0012344
HOG0010494	HOG0012528
HOG0010494	HOG0012986
HOG0010494	HOG0013051
HOG0010494	HOG0013086
HOG0010494	HOG0013183
HOG0010494	HOG0013343
HOG0010494	HOG0013524
HOG0010494	HOG0013983
HOG0010494	HOG0014092
HOG0010494	HOG0014122
HOG0010494	HOG0014193
HOG0010494	HOG0014199
HOG0010494	HOG0014245
HOG0010494	HOG0014252
HOG0010494	HOG0014297
HOG0010494	HOG0014610
HOG0010494	HOG0015145
HOG0010494	HOG0015164
HOG0010494	HOG0015185
HOG0010494	HOG0015605
HOG0010496	HOG0011506
HOG0010499	HOG0010725
HOG0010499	HOG0010951
HOG0010499	HOG0011111
HOG0010499	HOG0011527
HOG0010499	HOG0012248
HOG0010499	HOG0012894
HOG0010499	HOG0014261
HOG0010499	HOG0014308
HOG0010499	HOG0015563
HOG0010501	HOG0010741
HOG0010501	HOG0012065
HOG0010502	HOG0010826
HOG0010502	HOG0011669
HOG0010502	HOG0013379
HOG0010502	HOG0015020
HOG0010503	HOG0014250
HOG0010504	HOG0011171
HOG0010506	HOG0012012
HOG0010506	HOG0012858
HOG0010508	HOG0013793
HOG0010509	HOG0011061
HOG0010509	HOG0011757
HOG0010509	HOG0011889
HOG0010509	HOG0012231
HOG0010509	HOG0013817
HOG0010510	HOG0010842
HOG0010510	HOG0011107
HOG0010510	HOG0011936
HOG0010510	HOG0012284
HOG0010510	HOG0012973
HOG0010510	HOG0013135
HOG0010511	HOG0011111
HOG0010511	HOG0011589
HOG0010511	HOG0012595
HOG0010511	HOG0013242
HOG0010511	HOG0013722
HOG0010513	HOG0013280
HOG0010513	HOG0013629
HOG0010515	HOG0012482
HOG0010519	HOG0011474
HOG0010519	HOG0013114
HOG0010520	HOG0010556
HOG0010520	HOG0010694
HOG0010520	HOG0011986
HOG0010520	HOG0012953
HOG0010520	HOG0014122
HOG0010521	HOG0015524
HOG0010522	HOG0010840
HOG0010522	HOG0010864
HOG0010522	HOG0010887
HOG0010522	HOG0010997
HOG0010522	HOG0011162
HOG0010522	HOG0011550
HOG0010522	HOG0011674
HOG0010522	HOG0011804
HOG0010522	HOG0012287
HOG0010522	HOG0012425
HOG0010522	HOG0012880
HOG0010522	HOG0012946
HOG0010522	HOG0013456
HOG0010522	HOG0013481
HOG0010522	HOG0013483
HOG0010523	HOG0011364
HOG0010523	HOG0016932
HOG0010524	HOG0010951
HOG0010524	HOG0011106
HOG0010524	HOG0012228
HOG0010524	HOG0012471
HOG0010524	HOG0012787
HOG0010524	HOG0013233
HOG0010524	HOG0014130
HOG0010524	HOG0014308
HOG0010524	HOG0014665
HOG0010524	HOG0014778
HOG0010524	HOG0015119
HOG0010524	HOG0015134
HOG0010524	HOG0016672
HOG0010530	HOG0011685
HOG0010531	HOG0010970
HOG0010531	HOG0011218
HOG0010531	HOG0012116
HOG0010531	HOG0012228
HOG0010531	HOG0012293
HOG0010531	HOG0013018
HOG0010531	HOG0013676
HOG0010531	HOG0014308
HOG0010531	HOG0014939
HOG0010532	HOG0015553
HOG0010534	HOG0012296
HOG0010535	HOG0010800
HOG0010535	HOG0011890
HOG0010539	HOG0010903
HOG0010539	HOG0014791
HOG0010540	HOG0015121
HOG0010541	HOG0011561
HOG0010541	HOG0013078
HOG0010542	HOG0011595
HOG0010542	HOG0011681
HOG0010542	HOG0011696
HOG0010542	HOG0012372
HOG0010542	HOG0012381
HOG0010542	HOG0012497
HOG0010542	HOG0012520
HOG0010542	HOG0012655
HOG0010542	HOG0012818
HOG0010542	HOG0013292
HOG0010542	HOG0013752
HOG0010542	HOG0014526
HOG0010542	HOG0014568
HOG0010542	HOG0015039
HOG0010543	HOG0014035
HOG0010544	HOG0011592
HOG0010544	HOG0013068
HOG0010544	HOG0013231
HOG0010544	HOG0013291
HOG0010544	HOG0013628
HOG0010544	HOG0014049
HOG0010547	HOG0013682
HOG0010552	HOG0010616
HOG0010552	HOG0010834
HOG0010552	HOG0010976
HOG0010552	HOG0011369
HOG0010552	HOG0011595
HOG0010552	HOG0012136
HOG0010552	HOG0012372
HOG0010552	HOG0012497
HOG0010552	HOG0012567
HOG0010552	HOG0012655
HOG0010552	HOG0013050
HOG0010552	HOG0013285
HOG0010552	HOG0015018
HOG0010552	HOG0016045
HOG0010556	HOG0011739
HOG0010556	HOG0011763
HOG0010556	HOG0011862
HOG0010556	HOG0012100
HOG0010556	HOG0012946
HOG0010556	HOG0013524
HOG0010556	HOG0013945
HOG0010556	HOG0014293
HOG0010557	HOG0014129
HOG0010557	HOG0014216
HOG0010558	HOG0017212
HOG0010560	HOG0010783
HOG0010560	HOG0011139
HOG0010560	HOG0011154
HOG0010560	HOG0011344
HOG0010560	HOG0012314
HOG0010560	HOG0012429
HOG0010560	HOG0012506
HOG0010561	HOG0012648
HOG0010561	HOG0014690
HOG0010561	HOG0015078
HOG0010562	HOG0010700
HOG0010562	HOG0013032
HOG0010562	HOG0013662
HOG0010563	HOG0010678
HOG0010563	HOG0011039
HOG0010563	HOG0011075
HOG0010563	HOG0011094
HOG0010563	HOG0011126
HOG0010563	HOG0011409
HOG0010563	HOG0011518
HOG0010563	HOG0011645
HOG0010563	HOG0011763
HOG0010563	HOG0011820
HOG0010563	HOG0011862
HOG0010563	HOG0011867
HOG0010563	HOG0011970
HOG0010563	HOG0012100
HOG0010563	HOG0012179
HOG0010563	HOG0012610
HOG0010563	HOG0012986
HOG0010563	HOG0012992
HOG0010563	HOG0013181
HOG0010563	HOG0013339
HOG0010563	HOG0013410
HOG0010563	HOG0013516
HOG0010563	HOG0013524
HOG0010563	HOG0013877
HOG0010563	HOG0013926
HOG0010563	HOG0013983
HOG0010563	HOG0014122
HOG0010563	HOG0014293
HOG0010563	HOG0015397
HOG0010564	HOG0013202
HOG0010564	HOG0013538
HOG0010565	HOG0011013
HOG0010565	HOG0011535
HOG0010565	HOG0015712
HOG0010566	HOG0014677
HOG0010567	HOG0013297
HOG0010569	HOG0015171
HOG0010572	HOG0011218
HOG0010572	HOG0011677
HOG0010572	HOG0011753
HOG0010572	HOG0014508
HOG0010572	HOG0014758
HOG0010572	HOG0015054
HOG0010573	HOG0010728
HOG0010573	HOG0010760
HOG0010573	HOG0010899
HOG0010573	HOG0011026
HOG0010573	HOG0011124
HOG0010573	HOG0011472
HOG0010573	HOG0014535
HOG0010575	HOG0015549
HOG0010578	HOG0010645
HOG0010578	HOG0011487
HOG0010579	HOG0012546
HOG0010579	HOG0014187
HOG0010579	HOG0014306
HOG0010579	HOG0015210
HOG0010581	HOG0010593
HOG0010581	HOG0010736
HOG0010581	HOG0010841
HOG0010581	HOG0010852
HOG0010581	HOG0011077
HOG0010581	HOG0011153
HOG0010581	HOG0011495
HOG0010581	HOG0011511
HOG0010581	HOG0011568
HOG0010581	HOG0011575
HOG0010581	HOG0011965
HOG0010581	HOG0012039
HOG0010581	HOG0012205
HOG0010581	HOG0012352
HOG0010581	HOG0012570
HOG0010581	HOG0012885
HOG0010581	HOG0012997
HOG0010581	HOG0013168
HOG0010581	HOG0013961
HOG0010581	HOG0015014
HOG0010582	HOG0010625
HOG0010582	HOG0010723
HOG0010582	HOG0010782
HOG0010582	HOG0010799
HOG0010582	HOG0010865
HOG0010582	HOG0010866
HOG0010582	HOG0010917
HOG0010582	HOG0010963
HOG0010582	HOG0010978
HOG0010582	HOG0011081
HOG0010582	HOG0011194
HOG0010582	HOG0011441
HOG0010582	HOG0011620
HOG0010582	HOG0011731
HOG0010582	HOG0012066
HOG0010582	HOG0012247
HOG0010582	HOG0012264
HOG0010582	HOG0012297
HOG0010582	HOG0012301
HOG0010582	HOG0012399
HOG0010582	HOG0012411
HOG0010582	HOG0012506
HOG0010582	HOG0012596
HOG0010582	HOG0012607
HOG0010582	HOG0012612
HOG0010582	HOG0012616
HOG0010582	HOG0012636
HOG0010582	HOG0012649
HOG0010582	HOG0013031
HOG0010582	HOG0013068
HOG0010582	HOG0013097
HOG0010582	HOG0013231
HOG0010582	HOG0013291
HOG0010582	HOG0013598
HOG0010582	HOG0013604
HOG0010582	HOG0013688
HOG0010582	HOG0013912
HOG0010582	HOG0013989
HOG0010582	HOG0013991
HOG0010582	HOG0014072
HOG0010582	HOG0014200
HOG0010582	HOG0014211
HOG0010582	HOG0014265
HOG0010582	HOG0014283
HOG0010582	HOG0015422
HOG0010585	HOG0011662
HOG0010585	HOG0011982
HOG0010587	HOG0010783
HOG0010587	HOG0014956
HOG0010593	HOG0010685
HOG0010593	HOG0010736
HOG0010593	HOG0010746
HOG0010593	HOG0010800
HOG0010593	HOG0010841
HOG0010593	HOG0010852
HOG0010593	HOG0010995
HOG0010593	HOG0011077
HOG0010593	HOG0011121
HOG0010593	HOG0011153
HOG0010593	HOG0011362
HOG0010593	HOG0011485
HOG0010593	HOG0011495
HOG0010593	HOG0011511
HOG0010593	HOG0011537
HOG0010593	HOG0011539
HOG0010593	HOG0011568
HOG0010593	HOG0011575
HOG0010593	HOG0011726
HOG0010593	HOG0011818
HOG0010593	HOG0011965
HOG0010593	HOG0012039
HOG0010593	HOG0012096
HOG0010593	HOG0012205
HOG0010593	HOG0012352
HOG0010593	HOG0012386
HOG0010593	HOG0012570
HOG0010593	HOG0012574
HOG0010593	HOG0012576
HOG0010593	HOG0012885
HOG0010593	HOG0013168
HOG0010593	HOG0013263
HOG0010593	HOG0014906
HOG0010593	HOG0015014
HOG0010593	HOG0015233
HOG0010593	HOG0016077
HOG0010594	HOG0010641
HOG0010594	HOG0011131
HOG0010594	HOG0012240
HOG0010594	HOG0012869
HOG0010594	HOG0014154
HOG0010594	HOG0014626
HOG0010594	HOG0015200
HOG0010594	HOG0015420
HOG0010596	HOG0010605
HOG0010596	HOG0010682
HOG0010596	HOG0010709
HOG0010596	HOG0010947
HOG0010596	HOG0011094
HOG0010596	HOG0011111
HOG0010596	HOG0011471
HOG0010596	HOG0011518
HOG0010596	HOG0011645
HOG0010596	HOG0011677
HOG0010596	HOG0011720
HOG0010596	HOG0011864
HOG0010596	HOG0011972
HOG0010596	HOG0012141
HOG0010596	HOG0012292
HOG0010596	HOG0013489
HOG0010596	HOG0013524
HOG0010596	HOG0013704
HOG0010596	HOG0013722
HOG0010596	HOG0013849
HOG0010596	HOG0013914
HOG0010597	HOG0010960
HOG0010597	HOG0011106
HOG0010597	HOG0011721
HOG0010597	HOG0012500
HOG0010602	HOG0010897
HOG0010602	HOG0011094
HOG0010602	HOG0011602
HOG0010602	HOG0011720
HOG0010602	HOG0012280
HOG0010602	HOG0012292
HOG0010602	HOG0012494
HOG0010602	HOG0013609
HOG0010602	HOG0013652
HOG0010602	HOG0013692
HOG0010602	HOG0013841
HOG0010602	HOG0014037
HOG0010602	HOG0014571
HOG0010602	HOG0014758
HOG0010602	HOG0015131
HOG0010602	HOG0015625
HOG0010602	HOG0016136
HOG0010604	HOG0011441
HOG0010604	HOG0012010
HOG0010604	HOG0012429
HOG0010604	HOG0012506
HOG0010604	HOG0013349
HOG0010604	HOG0013688
HOG0010604	HOG0014283
HOG0010604	HOG0014388
HOG0010604	HOG0014832
HOG0010604	HOG0015422
HOG0010605	HOG0015711
HOG0010610	HOG0013967
HOG0010611	HOG0012072
HOG0010611	HOG0013238
HOG0010611	HOG0013374
HOG0010611	HOG0014114
HOG0010611	HOG0014839
HOG0010612	HOG0011034
HOG0010612	HOG0012176
HOG0010614	HOG0010968
HOG0010614	HOG0011518
HOG0010614	HOG0014177
HOG0010614	HOG0014264
HOG0010615	HOG0010782
HOG0010615	HOG0010860
HOG0010615	HOG0010906
HOG0010615	HOG0012399
HOG0010615	HOG0013592
HOG0010615	HOG0014146
HOG0010616	HOG0010976
HOG0010616	HOG0011137
HOG0010616	HOG0011369
HOG0010616	HOG0011519
HOG0010616	HOG0011595
HOG0010616	HOG0011696
HOG0010616	HOG0011990
HOG0010616	HOG0012078
HOG0010616	HOG0012336
HOG0010616	HOG0012372
HOG0010616	HOG0012497
HOG0010616	HOG0012520
HOG0010616	HOG0012655
HOG0010616	HOG0013285
HOG0010616	HOG0013292
HOG0010616	HOG0013937
HOG0010616	HOG0014205
HOG0010616	HOG0015018
HOG0010616	HOG0015124
HOG0010616	HOG0015245
HOG0010616	HOG0015500
HOG0010617	HOG0010653
HOG0010617	HOG0010822
HOG0010617	HOG0010927
HOG0010617	HOG0011602
HOG0010617	HOG0011661
HOG0010617	HOG0011753
HOG0010617	HOG0012439
HOG0010617	HOG0012494
HOG0010617	HOG0013105
HOG0010617	HOG0013609
HOG0010617	HOG0013667
HOG0010617	HOG0014037
HOG0010617	HOG0014166
HOG0010617	HOG0014571
HOG0010617	HOG0014659
HOG0010617	HOG0014879
HOG0010617	HOG0014948
HOG0010617	HOG0015054
HOG0010617	HOG0015480
HOG0010617	HOG0015799
HOG0010617	HOG0016236
HOG0010617	HOG0016572
HOG0010617	HOG0016713
HOG0010618	HOG0010754
HOG0010618	HOG0012520
HOG0010619	HOG0013603
HOG0010619	HOG0014100
HOG0010619	HOG0016065
HOG0010620	HOG0011094
HOG0010620	HOG0011720
HOG0010620	HOG0013372
HOG0010620	HOG0013436
HOG0010620	HOG0015091
HOG0010621	HOG0012656
HOG0010621	HOG0014247
HOG0010621	HOG0014561
HOG0010623	HOG0011439
HOG0010623	HOG0014099
HOG0010623	HOG0015764
HOG0010624	HOG0012020
HOG0010624	HOG0014956
HOG0010625	HOG0010723
HOG0010625	HOG0010782
HOG0010625	HOG0010799
HOG0010625	HOG0010865
HOG0010625	HOG0010906
HOG0010625	HOG0010917
HOG0010625	HOG0011081
HOG0010625	HOG0011194
HOG0010625	HOG0011441
HOG0010625	HOG0011620
HOG0010625	HOG0011731
HOG0010625	HOG0012247
HOG0010625	HOG0012264
HOG0010625	HOG0012301
HOG0010625	HOG0012411
HOG0010625	HOG0012416
HOG0010625	HOG0012506
HOG0010625	HOG0012596
HOG0010625	HOG0012612
HOG0010625	HOG0012616
HOG0010625	HOG0012636
HOG0010625	HOG0013031
HOG0010625	HOG0013291
HOG0010625	HOG0013592
HOG0010625	HOG0013598
HOG0010625	HOG0013902
HOG0010625	HOG0013912
HOG0010625	HOG0013991
HOG0010625	HOG0014044
HOG0010625	HOG0014200
HOG0010625	HOG0014211
HOG0010627	HOG0012074
HOG0010629	HOG0012869
HOG0010630	HOG0011490
HOG0010631	HOG0013606
HOG0010632	HOG0010659
HOG0010632	HOG0010687
HOG0010632	HOG0010825
HOG0010632	HOG0010864
HOG0010632	HOG0010887
HOG0010632	HOG0010994
HOG0010632	HOG0010997
HOG0010632	HOG0011162
HOG0010632	HOG0011454
HOG0010632	HOG0011550
HOG0010632	HOG0011628
HOG0010632	HOG0011778
HOG0010632	HOG0011804
HOG0010632	HOG0012287
HOG0010632	HOG0012425
HOG0010632	HOG0012785
HOG0010632	HOG0012843
HOG0010632	HOG0012875
HOG0010632	HOG0012911
HOG0010632	HOG0012946
HOG0010632	HOG0013057
HOG0010632	HOG0013126
HOG0010632	HOG0013335
HOG0010632	HOG0013456
HOG0010632	HOG0013481
HOG0010632	HOG0013524
HOG0010632	HOG0013620
HOG0010632	HOG0013718
HOG0010632	HOG0014051
HOG0010633	HOG0011743
HOG0010633	HOG0013802
HOG0010633	HOG0014219
HOG0010633	HOG0014828
HOG0010634	HOG0011595
HOG0010634	HOG0011696
HOG0010634	HOG0011787
HOG0010634	HOG0012076
HOG0010634	HOG0012078
HOG0010634	HOG0012336
HOG0010634	HOG0012381
HOG0010634	HOG0012655
HOG0010634	HOG0013752
HOG0010634	HOG0014205
HOG0010634	HOG0015124
HOG0010641	HOG0010926
HOG0010641	HOG0011131
HOG0010641	HOG0011353
HOG0010641	HOG0011925
HOG0010641	HOG0012273
HOG0010641	HOG0013162
HOG0010641	HOG0013808
HOG0010641	HOG0014308
HOG0010642	HOG0015719
HOG0010644	HOG0011766
HOG0010645	HOG0011399
HOG0010645	HOG0013972
HOG0010647	HOG0010672
HOG0010647	HOG0010795
HOG0010647	HOG0011106
HOG0010647	HOG0011188
HOG0010647	HOG0011988
HOG0010647	HOG0012083
HOG0010647	HOG0012101
HOG0010647	HOG0012116
HOG0010647	HOG0012325
HOG0010647	HOG0012458
HOG0010647	HOG0012654
HOG0010647	HOG0012831
HOG0010647	HOG0013103
HOG0010647	HOG0013676
HOG0010647	HOG0013957
HOG0010647	HOG0014373
HOG0010647	HOG0014566
HOG0010647	HOG0014778
HOG0010647	HOG0014986
HOG0010647	HOG0015615
HOG0010647	HOG0015653
HOG0010647	HOG0015774
HOG0010647	HOG0015801
HOG0010649	HOG0014849
HOG0010651	HOG0010952
HOG0010651	HOG0012041
HOG0010651	HOG0015742
HOG0010653	HOG0010821
HOG0010653	HOG0010927
HOG0010653	HOG0011661
HOG0010653	HOG0011753
HOG0010653	HOG0012439
HOG0010653	HOG0012470
HOG0010653	HOG0012877
HOG0010653	HOG0013126
HOG0010653	HOG0013652
HOG0010653	HOG0015480
HOG0010653	HOG0015771
HOG0010655	HOG0011019
HOG0010655	HOG0011730
HOG0010655	HOG0012894
HOG0010655	HOG0013109
HOG0010655	HOG0013262
HOG0010655	HOG0013438
HOG0010656	HOG0012784
HOG0010658	HOG0012122
HOG0010658	HOG0014778
HOG0010658	HOG0015670
HOG0010658	HOG0017198
HOG0010659	HOG0010886
HOG0010659	HOG0011872
HOG0010659	HOG0013394
HOG0010659	HOG0013491
HOG0010659	HOG0013624
HOG0010659	HOG0013781
HOG0010659	HOG0014059
HOG0010659	HOG0014669
HOG0010661	HOG0013580
HOG0010661	HOG0017216
HOG0010665	HOG0010699
HOG0010665	HOG0011179
HOG0010665	HOG0011220
HOG0010665	HOG0013966
HOG0010666	HOG0013415
HOG0010671	HOG0013717
HOG0010671	HOG0013976
HOG0010672	HOG0010703
HOG0010672	HOG0011988
HOG0010672	HOG0012116
HOG0010672	HOG0012325
HOG0010672	HOG0012831
HOG0010672	HOG0012851
HOG0010672	HOG0013103
HOG0010672	HOG0013754
HOG0010672	HOG0014226
HOG0010672	HOG0015429
HOG0010673	HOG0010704
HOG0010673	HOG0010848
HOG0010673	HOG0012390
HOG0010673	HOG0012808
HOG0010673	HOG0015131
HOG0010673	HOG0016284
HOG0010674	HOG0011034
HOG0010674	HOG0012216
HOG0010674	HOG0012312
HOG0010674	HOG0013569
HOG0010674	HOG0015036
HOG0010675	HOG0012570
HOG0010676	HOG0013402
HOG0010677	HOG0013379
HOG0010677	HOG0013737
HOG0010678	HOG0011223
HOG0010678	HOG0011377
HOG0010678	HOG0011645
HOG0010678	HOG0011862
HOG0010678	HOG0011970
HOG0010678	HOG0012344
HOG0010678	HOG0012482
HOG0010678	HOG0012986
HOG0010678	HOG0013183
HOG0010678	HOG0013294
HOG0010678	HOG0013400
HOG0010678	HOG0013704
HOG0010678	HOG0013864
HOG0010678	HOG0013877
HOG0010678	HOG0013926
HOG0010678	HOG0013983
HOG0010678	HOG0014103
HOG0010678	HOG0014109
HOG0010678	HOG0014122
HOG0010678	HOG0014199
HOG0010681	HOG0010696
HOG0010681	HOG0014778
HOG0010682	HOG0010950
HOG0010682	HOG0011126
HOG0010682	HOG0011923
HOG0010682	HOG0012986
HOG0010682	HOG0013181
HOG0010682	HOG0013183
HOG0010682	HOG0013227
HOG0010682	HOG0013294
HOG0010682	HOG0013725
HOG0010682	HOG0014245
HOG0010682	HOG0015164
HOG0010683	HOG0010745
HOG0010683	HOG0010926
HOG0010683	HOG0011813
HOG0010683	HOG0013540
HOG0010683	HOG0015088
HOG0010684	HOG0015037
HOG0010685	HOG0011077
HOG0010685	HOG0011485
HOG0010685	HOG0011537
HOG0010685	HOG0012386
HOG0010685	HOG0012521
HOG0010685	HOG0013104
HOG0010685	HOG0014813
HOG0010685	HOG0016077
HOG0010687	HOG0010754
HOG0010687	HOG0010831
HOG0010687	HOG0011719
HOG0010689	HOG0013852
HOG0010689	HOG0013959
HOG0010689	HOG0014764
HOG0010690	HOG0011783
HOG0010690	HOG0013785
HOG0010691	HOG0014808
HOG0010694	HOG0012339
HOG0010694	HOG0013907
HOG0010694	HOG0014122
HOG0010694	HOG0014564
HOG0010694	HOG0015145
HOG0010694	HOG0015397
HOG0010695	HOG0015666
HOG0010696	HOG0011554
HOG0010697	HOG0010856
HOG0010698	HOG0012388
HOG0010698	HOG0012965
HOG0010698	HOG0013304
HOG0010699	HOG0010713
HOG0010699	HOG0011008
HOG0010699	HOG0011179
HOG0010699	HOG0011180
HOG0010699	HOG0011220
HOG0010699	HOG0011748
HOG0010699	HOG0011917
HOG0010699	HOG0012872
HOG0010699	HOG0015567
HOG0010700	HOG0011163
HOG0010703	HOG0010795
HOG0010703	HOG0011692
HOG0010703	HOG0011939
HOG0010703	HOG0011954
HOG0010703	HOG0012116
HOG0010703	HOG0012787
HOG0010703	HOG0013369
HOG0010703	HOG0013676
HOG0010703	HOG0015119
HOG0010703	HOG0015774
HOG0010704	HOG0011094
HOG0010704	HOG0011583
HOG0010704	HOG0011720
HOG0010704	HOG0012292
HOG0010704	HOG0012807
HOG0010704	HOG0012808
HOG0010704	HOG0014256
HOG0010705	HOG0010839
HOG0010705	HOG0011075
HOG0010705	HOG0011661
HOG0010705	HOG0011677
HOG0010705	HOG0011720
HOG0010705	HOG0011923
HOG0010705	HOG0011972
HOG0010705	HOG0012100
HOG0010705	HOG0012179
HOG0010705	HOG0012292
HOG0010705	HOG0012807
HOG0010705	HOG0013105
HOG0010705	HOG0013183
HOG0010705	HOG0013242
HOG0010705	HOG0013412
HOG0010705	HOG0013429
HOG0010705	HOG0013782
HOG0010705	HOG0013953
HOG0010705	HOG0014037
HOG0010705	HOG0014571
HOG0010705	HOG0014774
HOG0010705	HOG0014837
HOG0010705	HOG0014917
HOG0010705	HOG0015001
HOG0010705	HOG0015145
HOG0010705	HOG0015634
HOG0010705	HOG0015781
HOG0010706	HOG0011737
HOG0010706	HOG0011743
HOG0010706	HOG0012094
HOG0010706	HOG0012218
HOG0010706	HOG0012869
HOG0010706	HOG0013364
HOG0010706	HOG0013897
HOG0010706	HOG0014154
HOG0010706	HOG0014828
HOG0010707	HOG0011023
HOG0010707	HOG0016112
HOG0010708	HOG0010766
HOG0010708	HOG0011339
HOG0010708	HOG0012082
HOG0010708	HOG0012351
HOG0010708	HOG0012501
HOG0010708	HOG0014975
HOG0010708	HOG0016127
HOG0010709	HOG0011068
HOG0010709	HOG0011126
HOG0010709	HOG0011184
HOG0010709	HOG0011518
HOG0010709	HOG0011645
HOG0010709	HOG0011673
HOG0010709	HOG0011820
HOG0010709	HOG0011839
HOG0010709	HOG0011923
HOG0010709	HOG0011970
HOG0010709	HOG0011972
HOG0010709	HOG0012100
HOG0010709	HOG0012334
HOG0010709	HOG0012528
HOG0010709	HOG0012986
HOG0010709	HOG0013086
HOG0010709	HOG0013183
HOG0010709	HOG0013343
HOG0010709	HOG0013704
HOG0010709	HOG0013725
HOG0010709	HOG0013877
HOG0010709	HOG0013983
HOG0010709	HOG0014177
HOG0010709	HOG0014264
HOG0010709	HOG0015145
HOG0010709	HOG0015164
HOG0010709	HOG0015605
HOG0010709	HOG0016108
HOG0010710	HOG0012042
HOG0010710	HOG0016255
HOG0010711	HOG0011593
HOG0010712	HOG0011337
HOG0010713	HOG0011008
HOG0010713	HOG0011179
HOG0010714	HOG0011947
HOG0010715	HOG0015161
HOG0010716	HOG0015431
HOG0010716	HOG0015751
HOG0010722	HOG0010906
HOG0010722	HOG0010963
HOG0010722	HOG0012399
HOG0010722	HOG0012961
HOG0010722	HOG0014153
HOG0010723	HOG0010782
HOG0010723	HOG0010799
HOG0010723	HOG0010865
HOG0010723	HOG0010866
HOG0010723	HOG0010917
HOG0010723	HOG0010930
HOG0010723	HOG0010963
HOG0010723	HOG0010978
HOG0010723	HOG0011081
HOG0010723	HOG0011151
HOG0010723	HOG0011194
HOG0010723	HOG0011441
HOG0010723	HOG0011447
HOG0010723	HOG0011620
HOG0010723	HOG0011731
HOG0010723	HOG0011822
HOG0010723	HOG0011837
HOG0010723	HOG0012020
HOG0010723	HOG0012030
HOG0010723	HOG0012066
HOG0010723	HOG0012247
HOG0010723	HOG0012264
HOG0010723	HOG0012297
HOG0010723	HOG0012301
HOG0010723	HOG0012303
HOG0010723	HOG0012399
HOG0010723	HOG0012411
HOG0010723	HOG0012416
HOG0010723	HOG0012429
HOG0010723	HOG0012506
HOG0010723	HOG0012566
HOG0010723	HOG0012596
HOG0010723	HOG0012607
HOG0010723	HOG0012612
HOG0010723	HOG0012616
HOG0010723	HOG0012636
HOG0010723	HOG0012649
HOG0010723	HOG0012954
HOG0010723	HOG0013031
HOG0010723	HOG0013231
HOG0010723	HOG0013291
HOG0010723	HOG0013310
HOG0010723	HOG0013592
HOG0010723	HOG0013598
HOG0010723	HOG0013628
HOG0010723	HOG0013707
HOG0010723	HOG0013709
HOG0010723	HOG0013883
HOG0010723	HOG0013902
HOG0010723	HOG0013912
HOG0010723	HOG0013989
HOG0010723	HOG0014072
HOG0010723	HOG0014112
HOG0010723	HOG0014200
HOG0010723	HOG0014211
HOG0010723	HOG0014265
HOG0010723	HOG0014283
HOG0010723	HOG0014613
HOG0010723	HOG0014635
HOG0010723	HOG0014722
HOG0010723	HOG0015584
HOG0010725	HOG0011106
HOG0010725	HOG0011111
HOG0010725	HOG0011307
HOG0010725	HOG0011958
HOG0010725	HOG0011988
HOG0010725	HOG0012325
HOG0010725	HOG0012919
HOG0010725	HOG0012944
HOG0010725	HOG0013233
HOG0010725	HOG0014308
HOG0010725	HOG0015563
HOG0010726	HOG0012163
HOG0010726	HOG0015782
HOG0010727	HOG0014947
HOG0010727	HOG0015082
HOG0010728	HOG0010899
HOG0010728	HOG0011026
HOG0010728	HOG0011124
HOG0010728	HOG0011924
HOG0010728	HOG0014535
HOG0010728	HOG0014775
HOG0010728	HOG0014862
HOG0010728	HOG0014895
HOG0010728	HOG0015468
HOG0010728	HOG0015536
HOG0010729	HOG0013584
HOG0010730	HOG0012901
HOG0010731	HOG0011970
HOG0010731	HOG0015823
HOG0010732	HOG0012146
