HOG_ID	Node_labels	color	Functional_category	Functional_cat_code	Comprehensive_ID
HOG0014096	NA	Green	Plastid	3	Atha__AT5G23240
HOG0014098	NA	Green	Plastid	3	Atha__AT5G42480
HOG0014099	NA	Green	Plastid	3	Atha__AT5G06430
HOG0014103	NA	Green	Plastid	3	Atha__AT5G48790
HOG0014104	NA	Green	Plastid	3	Atha__AT5G52970
HOG0014107	NA	red	Mitochondria	1	Atha__AT5G24970
HOG0014109	NA	gray	Other	2	Atha__AT5G17380
HOG0014111	NA	red	Mitochondria	1	Atha__AT5G49555
HOG0014112	NA	gray	Other	2	Atha__AT5G45760
HOG0014114	NA	Green	Plastid	3	Atha__AT5G14080
HOG0014115	NA	gray	Other	2	Atha__AT5G24350
HOG0014119	NA	Green	Plastid	3	Atha__AT5G40160
HOG0014120	NA	Green	Plastid	3	Atha__AT5G48730
HOG0014122	NA	gray	Other	2	Atha__AT5G14600
HOG0014123	NA	gray	Other	2	Atha__AT5G53060
HOG0014124	NA	Green	Plastid	3	Atha__AT5G46420
HOG0014128	NA	gray	Other	2	Atha__AT5G49510
HOG0014129	NA	red	Mitochondria	1	Atha__AT5G40400
HOG0014130	NA	gray	Other	2	Atha__AT5G38890
HOG0014131	NA	gray	Other	2	Atha__AT5G45300
HOG0014134	NA	gray	Other	2	Atha__AT5G08470
HOG0014136	NA	gray	Other	2	Atha__AT5G51170
HOG0014139	NA	gray	Other	2	Atha__AT5G02410
HOG0014141	NA	gray	Other	2	Atha__AT5G48130
HOG0014144	NA	gray	Other	2	Atha__AT5G54260
HOG0014145	NA	gray	Other	2	Atha__AT5G05510
HOG0014146	NA	red	Mitochondria	1	Atha__AT5G51220
HOG0014154	NA	Green	Plastid	3	Atha__AT5G37360
HOG0014155	NA	gray	Other	2	Atha__AT5G17720, Atha__AT5G17780
HOG0014164	NA	gray	Other	2	Atha__AT5G12410
HOG0014165	NA	gray	Other	2	Atha__AT5G03070
HOG0014166	NA	red	Mitochondria	1	Atha__AT5G03770
HOG0014168	NA	Green	Plastid	3	Atha__AT5G42330
HOG0014170	NA	gray	Other	2	Atha__AT5G15550
HOG0014172	NA	Green	Plastid	3	Atha__AT5G57850
HOG0014176	NA	Green	Plastid	3	Atha__AT5G19210
HOG0014177	NA	gray	Other	2	Atha__AT5G43940
HOG0014180	NA	gray	Other	2	Atha__AT5G42870
HOG0014181	NA	Green	Plastid	3	Atha__AT5G13650
HOG0014182	NA	Green	Plastid	3	Atha__AT5G19850
HOG0014184	NA	gray	Other	2	Atha__AT5G20650
HOG0014185	NA	gray	Other	2	Atha__AT5G35400
HOG0014187	NA	gray	Other	2	Atha__AT5G08720
HOG0014188	NA	gray	Other	2	Atha__AT5G17070
HOG0014189	NA	gray	Other	2	Atha__AT5G63830
HOG0014192	NA	Green	Plastid	3	Atha__AT5G24300
HOG0014193	NA	Green	Plastid	3	Atha__AT5G19620
HOG0014194	NA	red	Mitochondria	1	Atha__AT5G43280
HOG0014197	NA	gray	Other	2	Atha__AT5G52030
HOG0014199	NA	gray	Other	2	Atha__AT5G14140
HOG0014200	NA	gray	Other	2	Atha__AT5G53800
HOG0014205	NA	Green	Plastid	3	Atha__AT5G36890
HOG0014206	NA	gray	Other	2	Atha__AT5G24750
HOG0014209	NA	gray	Other	2	Atha__AT5G44450
HOG0014211	NA	gray	Other	2	Atha__AT5G12920
HOG0014213	NA	red	Mitochondria	1	Atha__AT5G11310
HOG0014216	NA	gray	Other	2	Atha__AT5G23080
HOG0014218	NA	red	Mitochondria	1	Atha__AT5G58920
HOG0014219	NA	gray	Other	2	Atha__AT5G66380
HOG0014220	NA	gray	Other	2	Atha__AT5G62600
HOG0014226	NA	gray	Other	2	Atha__AT5G58740
HOG0014227	NA	gray	Other	2	Atha__AT5G63440
HOG0014228	NA	gray	Other	2	Atha__AT5G45900
HOG0014240	NA	red	Mitochondria	1	Atha__AT5G27395
HOG0014243	NA	Green	Plastid	3	Atha__AT5G06130
HOG0014245	NA	gray	Other	2	Atha__AT5G17460
HOG0014247	NA	gray	Other	2	Atha__AT5G67460
HOG0014249	NA	gray	Other	2	Atha__AT5G46250
HOG0014251	NA	Green	Plastid	3	Atha__AT5G21920
HOG0014252	NA	Green	Plastid	3	Atha__AT5G35220
HOG0014255	NA	gray	Other	2	Atha__AT5G25070
HOG0014256	NA	Green	Plastid	3	Atha__AT5G52960
HOG0014259	NA	gray	Other	2	Atha__AT5G41800
HOG0014264	NA	Green	Plastid	3	Atha__AT5G53490
HOG0014265	NA	gray	Other	2	Atha__AT5G56290
HOG0014269	NA	Green	Plastid	3	Atha__AT5G64860
HOG0014271	NA	gray	Other	2	Atha__AT5G52950
HOG0014273	NA	gray	Other	2	Atha__AT5G51130
HOG0014275	NA	gray	Other	2	Atha__AT5G57160
HOG0014276	NA	Green	Plastid	3	Atha__AT5G14320
HOG0014277	NA	red	Mitochondria	1	Atha__AT5G11350
HOG0014278	NA	Green	Plastid	3	Atha__AT5G01920
HOG0014280	NA	gray	Other	2	Atha__AT5G65740
HOG0014282	NA	gray	Other	2	Atha__AT5G66130
HOG0014283	NA	gray	Other	2	Atha__AT5G48020
HOG0014284	NA	gray	Other	2	Atha__AT5G26240
HOG0014286	NA	gray	Other	2	Atha__AT5G24340
HOG0014288	NA	gray	Other	2	Atha__AT5G51290
HOG0014292	NA	red	Mitochondria	1	Atha__AT5G43430
HOG0014293	NA	gray	Other	2	Atha__AT5G25080
HOG0014299	NA	gray	Other	2	Atha__AT5G14950
HOG0014303	NA	gray	Other	2	Atha__AT5G55130
HOG0014308	NA	Green	Plastid	3	Atha__AT5G54600
HOG0014315	NA	gray	Other	2	Atha__AT5G17290
HOG0014320	NA	red	Mitochondria	1	Atha__AT5G46680
HOG0014321	NA	gray	Other	2	Atha__AT5G53770
HOG0014333	NA	gray	Other	2	Atha__AT5G54520
HOG0014334	NA	red	Mitochondria	1	Atha__AT5G23535
HOG0014336	NA	gray	Other	2	Atha__AT5G22260
HOG0014347	NA	NA	NA	4	HOG0014347
HOG0014356	NA	NA	NA	4	HOG0014356
HOG0014369	NA	NA	NA	4	HOG0014369
HOG0014373	NA	NA	NA	4	HOG0014373
HOG0014388	NA	NA	NA	4	HOG0014388
HOG0014393	NA	NA	NA	4	HOG0014393
HOG0014406	NA	NA	NA	4	HOG0014406
HOG0014409	NA	NA	NA	4	HOG0014409
HOG0014501	NA	red	Mitochondria	1	Atha__AT2G03620
HOG0014502	NA	gray	Other	2	Atha__AT2G35540
HOG0014503	NA	gray	Other	2	Atha__AT2G46850
HOG0014506	NA	red	Mitochondria	1	Atha__AT2G34400
HOG0014508	NA	gray	Other	2	Atha__AT2G44660
HOG0014520	NA	gray	Other	2	Atha__AT2G28315
HOG0014523	NA	Green	Plastid	3	Atha__AT2G42975
HOG0014524	NA	gray	Other	2	Atha__AT2G27470
HOG0014526	NA	gray	Other	2	Atha__AT2G22260
HOG0014527	NA	gray	Other	2	Atha__AT2G43110
HOG0014535	NA	gray	Other	2	Atha__AT2G30480
HOG0014536	NA	gray	Other	2	Atha__AT2G41820
HOG0014537	NA	Green	Plastid	3	Atha__AT2G39190
HOG0014539	NA	gray	Other	2	Atha__AT2G14680
HOG0014542	NA	gray	Other	2	Atha__AT2G41530
HOG0014555	NA	gray	Other	2	Atha__AT2G28790
HOG0014566	NA	gray	Other	2	Atha__AT2G41750
HOG0014567	NA	gray	Other	2	Atha__AT2G30600
HOG0014568	NA	gray	Other	2	Atha__AT2G34570
HOG0014571	NA	Green	Plastid	3	Atha__AT2G30080
HOG0014574	NA	gray	Other	2	Atha__AT2G46000
HOG0014589	NA	Green	Plastid	3	Atha__AT2G36885
HOG0014593	NA	gray	Other	2	Atha__AT2G38580
HOG0014596	NA	gray	Other	2	Atha__AT2G36570
HOG0014602	NA	red	Mitochondria	1	Atha__AT2G22070
HOG0014611	NA	gray	Other	2	Atha__AT2G24580
HOG0014613	NA	gray	Other	2	Atha__AT2G44980
HOG0014615	NA	Green	Plastid	3	Atha__AT2G21370
HOG0014622	NA	gray	Other	2	Atha__AT4G35560
HOG0014626	NA	red	Mitochondria	1	Atha__AT4G22000
HOG0014631	NA	gray	Other	2	Atha__AT4G03620
HOG0014635	NA	gray	Other	2	Atha__AT4G03180
HOG0014655	NA	red	Mitochondria	1	Atha__AT4G34700
HOG0014657	NA	red	Mitochondria	1	Atha__AT4G04320
HOG0014659	NA	Green	Plastid	3	Atha__AT4G29590
HOG0014665	NA	Green	Plastid	3	Atha__AT4G08790
HOG0014674	NA	gray	Other	2	Atha__AT4G29560
HOG0014676	NA	Green	Plastid	3	Atha__AT4G32900
HOG0014683	NA	red	Mitochondria	1	Atha__AT4G16835
HOG0014686	NA	red	Mitochondria	1	Atha__AT4G33495
HOG0014697	NA	red	Mitochondria	1	Atha__AT4G39880
HOG0014700	NA	Green	Plastid	3	Atha__AT4G37925
HOG0014717	NA	Green	Plastid	3	Atha__AT1G08610
HOG0014724	NA	gray	Other	2	Atha__AT1G64690
HOG0014728	NA	gray	Other	2	Atha__AT1G73740
HOG0014731	NA	gray	Other	2	Atha__AT1G03360
HOG0014732	NA	gray	Other	2	Atha__AT1G01770
HOG0014736	NA	red	Mitochondria	1	Atha__AT1G14470
HOG0014737	NA	gray	Other	2	Atha__AT1G61450, Atha__AT1G61415
HOG0014744	NA	Green	Plastid	3	Atha__AT1G02060
HOG0014747	NA	Green	Plastid	3	Atha__AT1G59840
HOG0014748	NA	red	Mitochondria	1	Atha__AT1G79220
HOG0014752	NA	gray	Other	2	Atha__AT1G73930
HOG0014753	NA	gray	Other	2	Atha__AT1G27700
HOG0014757	NA	red	Mitochondria	1	Atha__AT1G20300
HOG0014764	NA	Green	Plastid	3	Atha__AT1G71460
HOG0014766	NA	Green	Plastid	3	Atha__AT1G01920
HOG0014778	NA	Green	Plastid	3	Atha__AT1G30480
HOG0014793	NA	gray	Other	2	Atha__AT1G68940
HOG0014805	NA	gray	Other	2	Atha__AT1G19880
HOG0014817	NA	gray	Other	2	Atha__AT1G24030
HOG0014822	NA	gray	Other	2	Atha__AT1G33290
HOG0014824	NA	gray	Other	2	Atha__AT1G45160
HOG0014828	NA	gray	Other	2	Atha__AT1G67940
HOG0014829	NA	Green	Plastid	3	Atha__AT1G35420
HOG0014830	NA	gray	Other	2	Atha__AT1G65380
HOG0014835	NA	Green	Plastid	3	Atha__AT1G02420
HOG0014842	NA	gray	Other	2	Atha__AT1G10095
HOG0014853	NA	Green	Plastid	3	Atha__AT1G32520
HOG0014862	NA	gray	Other	2	Atha__AT1G08960
HOG0014873	NA	Green	Plastid	3	Atha__AT1G51100
HOG0014874	NA	Green	Plastid	3	Atha__AT1G19800
HOG0014879	NA	gray	Other	2	Atha__AT1G26761
HOG0014885	NA	gray	Other	2	Atha__AT1G03760
HOG0014895	NA	gray	Other	2	Atha__AT1G48930
HOG0014899	NA	gray	Other	2	Atha__AT3G54290
HOG0014917	NA	gray	Other	2	Atha__AT3G50850, Atha__AT5G49560
HOG0014923	NA	gray	Other	2	Atha__AT3G06330, Atha__AT5G18760
HOG0014925	NA	red	Mitochondria	1	Atha__AT3G02010
HOG0014931	NA	gray	Other	2	Atha__AT3G53090
HOG0014933	NA	gray	Other	2	Atha__AT3G16840
HOG0014939	NA	gray	Other	2	Atha__AT3G49240
HOG0014940	NA	gray	Other	2	Atha__AT3G49070
HOG0014954	NA	Green	Plastid	3	Atha__AT3G01440
HOG0014957	NA	gray	Other	2	Atha__AT3G44820
HOG0014960	NA	gray	Other	2	Atha__AT3G28040
HOG0014966	NA	gray	Other	2	Atha__AT3G25900
HOG0014982	NA	gray	Other	2	Atha__AT3G05250
HOG0014986	NA	red	Mitochondria	1	Atha__AT3G06850
HOG0014987	NA	gray	Other	2	Atha__AT3G51710
HOG0014989	NA	gray	Other	2	Atha__AT3G51290
HOG0014999	NA	Green	Plastid	3	Atha__AT3G21580
HOG0015013	NA	gray	Other	2	Atha__AT3G07790
HOG0015018	NA	gray	Other	2	Atha__AT3G12040
HOG0015019	NA	Green	Plastid	3	Atha__AT3G45050
HOG0015020	NA	gray	Other	2	Atha__AT3G20150
HOG0015026	NA	gray	Other	2	Atha__AT5G66420
HOG0015041	NA	gray	Other	2	Atha__AT5G40020
HOG0015042	NA	gray	Other	2	Atha__AT5G07380
HOG0015047	NA	gray	Other	2	Atha__AT5G62840
HOG0015054	NA	Green	Plastid	3	Atha__AT5G63310
HOG0015060	NA	gray	Other	2	Atha__AT5G02880
HOG0015081	NA	Green	Plastid	3	Atha__AT5G67370
HOG0015087	NA	gray	Other	2	Atha__AT5G64520
HOG0015088	NA	Green	Plastid	3	Atha__AT5G08400
HOG0015091	NA	Green	Plastid	3	Atha__AT5G43050
HOG0015097	NA	gray	Other	2	Atha__AT5G49960
HOG0015106	NA	gray	Other	2	Atha__AT5G55810
HOG0015108	NA	gray	Other	2	Atha__AT5G42760
HOG0015110	NA	gray	Other	2	Atha__AT5G01980
HOG0015115	NA	gray	Other	2	Atha__AT5G54880
HOG0015119	NA	red	Mitochondria	1	Atha__AT5G20080
HOG0015124	NA	red	Mitochondria	1	Atha__AT5G08510
HOG0015125	NA	gray	Other	2	Atha__AT5G53110
HOG0015129	NA	gray	Other	2	Atha__AT5G66150
HOG0015130	NA	Green	Plastid	3	Atha__AT5G67290
HOG0015131	NA	red	Mitochondria	1	Atha__AT5G46160
HOG0015134	NA	gray	Other	2	Atha__AT5G11680
HOG0015136	NA	gray	Other	2	Atha__AT5G51550
HOG0015140	NA	Green	Plastid	3	Atha__AT5G52810
HOG0015141	NA	gray	Other	2	Atha__AT5G04420
HOG0015144	NA	Green	Plastid	3	Atha__AT5G18820
HOG0015145	NA	Green	Plastid	3	Atha__AT5G51110
HOG0015155	NA	gray	Other	2	Atha__AT5G09580
HOG0015164	NA	Green	Plastid	3	Atha__AT5G41470
HOG0015169	NA	Green	Plastid	3	Atha__AT5G41960
HOG0015172	NA	gray	Other	2	Atha__AT5G61480
HOG0015177	NA	gray	Other	2	Atha__AT5G24500
HOG0015187	NA	Green	Plastid	3	Atha__AT5G36170
HOG0015200	NA	Green	Plastid	3	Atha__AT5G35170
HOG0015217	NA	NA	NA	4	HOG0015217
HOG0015244	NA	NA	NA	4	HOG0015244
HOG0015251	NA	NA	NA	4	HOG0015251
HOG0015307	NA	NA	NA	4	HOG0015307
HOG0015311	NA	NA	NA	4	HOG0015311
HOG0015405	NA	red	Mitochondria	1	Atha__AT2G22410
HOG0015411	NA	red	Mitochondria	1	Atha__AT2G21090
HOG0015423	NA	gray	Other	2	Atha__AT2G46570
HOG0015435	NA	gray	Other	2	Atha__AT2G22180, Atha__AT4G39745
HOG0015444	NA	red	Mitochondria	1	Atha__AT2G27610
HOG0015451	NA	gray	Other	2	Atha__AT2G14620
HOG0015454	NA	red	Mitochondria	1	Atha__AT2G06000
HOG0015471	NA	gray	Other	2	Atha__AT4G32780
HOG0015480	NA	gray	Other	2	Atha__AT4G02140, Atha__AT1G02700
HOG0015500	NA	Green	Plastid	3	Atha__AT4G03415, Atha__AT1G03590
HOG0015514	NA	Green	Plastid	3	Atha__AT4G16470
HOG0015537	NA	gray	Other	2	Atha__AT4G08230
HOG0015546	NA	gray	Other	2	Atha__AT1G08315
HOG0015551	NA	gray	Other	2	Atha__AT1G18190
HOG0015558	NA	Green	Plastid	3	Atha__AT1G31920
HOG0015569	NA	gray	Other	2	Atha__AT1G60870
HOG0015615	NA	gray	Other	2	Atha__AT1G10550
HOG0015620	NA	red	Mitochondria	1	Atha__AT1G52560
HOG0015622	NA	gray	Other	2	Atha__AT1G66080
HOG0015625	NA	gray	Other	2	Atha__AT1G11090
HOG0015646	NA	gray	Other	2	Atha__AT3G54260
HOG0015650	NA	gray	Other	2	Atha__AT3G52480, Atha__AT3G11640
HOG0015661	NA	gray	Other	2	Atha__AT3G25130
HOG0015710	NA	Green	Plastid	3	Atha__AT5G44520
HOG0015715	NA	gray	Other	2	Atha__AT5G64980
HOG0015748	NA	Green	Plastid	3	Atha__AT5G52780
HOG0015753	NA	red	Mitochondria	1	Atha__AT5G39350
HOG0015774	NA	Green	Plastid	3	Atha__AT5G04490
HOG0015795	NA	NA	NA	4	HOG0015795
HOG0015799	NA	NA	NA	4	HOG0015799
HOG0015893	NA	NA	NA	4	HOG0015893
HOG0016026	NA	Green	Plastid	3	Atha__AT2G45350
HOG0016136	NA	gray	Other	2	Atha__AT1G18200, Atha__AT1G73640
HOG0016167	NA	Green	Plastid	3	Atha__AT1G54500
HOG0016241	NA	gray	Other	2	Atha__AT5G49130
HOG0014032	NA	gray	Other	2	Atha__AT5G64230
HOG0014214	NA	Green	Plastid	3	Atha__AT5G10620
HOG0014332	NA	gray	Other	2	Atha__AT5G03455
HOG0014929	NA	gray	Other	2	Atha__AT3G18520
HOG0015397	NA	gray	Other	2	Atha__AT2G07751, Atha__ATMG00990, Atha__ATCG00440
HOG0012892	NA	gray	Other	2	Atha__AT2G03070
HOG0007785	NA	gray	Other	2	Atha__AT4G09060, Atha__AT1G14680
HOG0011163	NA	red	Mitochondria	1	Atha__AT5G06400
HOG0015741	NA	red	Mitochondria	1	Atha__AT5G15340
HOG0015897	NA	NA	NA	4	HOG0015897
HOG0015023	NA	gray	Other	2	Atha__AT3G53220
HOG0009730	NA	gray	Other	2	Atha__AT3G48430
HOG0016017	NA	gray	Other	2	Atha__AT2G39920
HOG0003038	NA	gray	Other	2	Atha__AT3G21610
HOG0005964	NA	Green	Plastid	3	Atha__AT4G36910
HOG0012955	NA	Green	Plastid	3	Atha__AT2G32520
HOG0012980	NA	gray	Other	2	Atha__AT2G37670, Atha__AT5G02430
HOG0015000	NA	gray	Other	2	Atha__AT3G58520
HOG0016681	NA	gray	Other	2	Atha__AT1G22220, Atha__AT1G78100
HOG0008522	NA	gray	Other	2	Atha__AT4G05530
HOG0015006	NA	gray	Other	2	Atha__AT3G55120
HOG0015648	NA	gray	Other	2	Atha__AT3G11890, Atha__AT3G11860
HOG0008012	NA	red	Mitochondria	1	Atha__AT3G57810
HOG0011668	NA	gray	Other	2	Atha__AT4G34460
HOG0016042	NA	gray	Other	2	Atha__AT2G22790
HOG0016672	NA	Green	Plastid	3	Atha__AT1G48620, Atha__AT3G18035
HOG0017254	NA	gray	Other	2	Atha__AT3G10020
HOG0014919	NA	gray	Other	2	Atha__AT3G24840
HOG0015685	NA	gray	Other	2	Atha__AT3G22250
HOG0015754	NA	gray	Other	2	Atha__AT5G48800
HOG0007894	NA	gray	Other	2	Atha__AT1G78510, Atha__AT1G36623, Atha__AT1G17050
HOG0010082	NA	gray	Other	2	Atha__AT2G25330, Atha__AT2G25320
HOG0013549	NA	gray	Other	2	Atha__AT1G05120, Atha__AT1G02670
HOG0013081	NA	gray	Other	2	Atha__AT4G26980
HOG0013214	NA	gray	Other	2	Atha__AT4G05090
HOG0010934	NA	gray	Other	2	Atha__AT3G54200
HOG0015068	NA	red	Mitochondria	1	Atha__AT5G57490
HOG0013271	NA	gray	Other	2	Atha__AT1G27340
HOG0015644	NA	red	Mitochondria	1	Atha__AT3G15140
HOG0015752	NA	gray	Other	2	Atha__AT5G42030
HOG0010433	NA	gray	Other	2	Atha__AT1G49570
HOG0015745	NA	Green	Plastid	3	Atha__AT5G17630
HOG0002029	NA	Green	Plastid	3	Atha__AT1G29195
HOG0009658	NA	gray	Other	2	Atha__AT3G04470
HOG0012016	NA	gray	Other	2	Atha__AT1G63260
HOG0015259	NA	NA	NA	4	HOG0015259
HOG0003416	NA	gray	Other	2	Atha__AT4G19020
HOG0007517	NA	gray	Other	2	Atha__AT5G23950
HOG0014538	NA	red	Mitochondria	1	Atha__AT2G15630
HOG0014610	NA	gray	Other	2	Atha__AT2G43480, Atha__AT5G24070
HOG0001361	NA	Green	Plastid	3	Atha__AT4G15415, Atha__AT3G21650
HOG0007873	NA	gray	Other	2	Atha__AT1G10490, Atha__AT3G57940
HOG0013539	NA	Green	Plastid	3	Atha__AT1G08110
HOG0015605	NA	gray	Other	2	Atha__AT1G79200
HOG0004809	NA	gray	Other	2	Atha__AT5G60740, Atha__AT1G53390, Atha__AT2G37010
HOG0013176	NA	gray	Other	2	Atha__AT4G00090
HOG0006363	NA	gray	Other	2	Atha__AT4G02650, Atha__AT1G03050
HOG0001822	NA	gray	Other	2	Atha__AT5G39660, Atha__AT3G47500, Atha__AT5G62430
HOG0014905	NA	gray	Other	2	Atha__AT3G51930
HOG0016906	NA	NA	NA	4	HOG0016906
HOG0012400	NA	gray	Other	2	Atha__AT5G06240
HOG0016137	NA	gray	Other	2	Atha__AT1G58450
HOG0014086	NA	gray	Other	2	Atha__AT5G14660
HOG0015165	NA	gray	Other	2	Atha__AT5G39940
HOG0009069	NA	Green	Plastid	3	Atha__AT2G12550
HOG0015036	NA	gray	Other	2	Atha__AT5G25500
HOG0014658	NA	gray	Other	2	Atha__AT4G39380
HOG0009811	NA	gray	Other	2	Atha__AT5G45320
HOG0015588	NA	gray	Other	2	Atha__AT1G71780
HOG0016035	NA	gray	Other	2	Atha__AT2G46600
HOG0008346	NA	gray	Other	2	Atha__AT5G06310, Atha__AT2G04395, Atha__AT2G05210
HOG0007739	NA	gray	Other	2	Atha__AT2G39290, Atha__AT3G55030
HOG0013328	NA	Green	Plastid	3	Atha__AT1G76570
HOG0005799	NA	gray	Other	2	Atha__AT2G45950, Atha__AT3G61415
HOG0009196	NA	gray	Other	2	Atha__AT2G07170
HOG0015691	NA	gray	Other	2	Atha__AT3G49160
HOG0008255	NA	gray	Other	2	Atha__AT2G22120
HOG0015178	NA	gray	Other	2	Atha__AT5G43630
HOG0009778	NA	gray	Other	2	Atha__AT3G19895
HOG0013378	NA	gray	Other	2	Atha__AT1G78310
HOG0016713	NA	gray	Other	2	Atha__AT3G24500
HOG0009996	NA	NA	NA	4	HOG0009996
HOG0016112	NA	gray	Other	2	Atha__AT4G13700
HOG0011055	NA	gray	Other	2	Atha__AT5G17930
HOG0011652	NA	gray	Other	2	Atha__AT4G14147
HOG0015292	NA	NA	NA	4	HOG0015292
HOG0010791	NA	red	Mitochondria	1	Atha__AT3G49080
HOG0004250	NA	gray	Other	2	Atha__AT5G10260, Atha__AT2G22290
HOG0016071	NA	gray	Other	2	Atha__AT4G05150
HOG0004924	NA	gray	Other	2	Atha__AT4G25030, Atha__AT5G45410
HOG0012468	NA	gray	Other	2	Atha__AT5G21070
HOG0012364	NA	gray	Other	2	Atha__AT5G07360
HOG0015708	NA	gray	Other	2	Atha__AT5G11550
HOG0003666	NA	gray	Other	2	Atha__AT5G08370
HOG0012463	NA	Green	Plastid	3	Atha__AT5G04360
HOG0014722	NA	gray	Other	2	Atha__AT1G47970
HOG0014706	NA	gray	Other	2	Atha__AT4G17430
HOG0009126	NA	gray	Other	2	Atha__AT2G18540, Atha__AT4G36700
HOG0015190	NA	gray	Other	2	Atha__AT5G50290
HOG0008268	NA	gray	Other	2	Atha__AT2G43080
HOG0011068	NA	gray	Other	2	Atha__AT5G35630
HOG0013771	NA	gray	Other	2	Atha__AT3G14860
HOG0013385	NA	red	Mitochondria	1	Atha__AT1G56690, Atha__AT1G09410
HOG0014300	NA	red	Mitochondria	1	Atha__AT5G61990
HOG0014733	NA	gray	Other	2	Atha__AT1G73140
HOG0014941	NA	gray	Other	2	Atha__AT3G26115
HOG0007767	NA	gray	Other	2	Atha__AT4G13750
HOG0012389	NA	gray	Other	2	Atha__AT5G62760
HOG0013440	NA	gray	Other	2	Atha__AT1G05620
HOG0017201	NA	gray	Other	2	Atha__AT4G25600
HOG0014253	NA	Green	Plastid	3	Atha__AT5G21060
HOG0015417	NA	gray	Other	2	Atha__AT2G47890
HOG0010875	NA	gray	Other	2	Atha__AT5G07030, Atha__AT3G54400
HOG0011790	NA	gray	Other	2	Atha__AT1G30070
HOG0012972	NA	gray	Other	2	Atha__AT2G24350
HOG0015563	NA	gray	Other	2	Atha__AT1G21670, Atha__AT1G21680
HOG0015781	NA	gray	Other	2	Atha__AT5G42370
HOG0014161	NA	Green	Plastid	3	Atha__AT5G57930
HOG0016019	NA	gray	Other	2	Atha__AT2G27300, Atha__AT3G44290, Atha__AT5G22290
HOG0016204	NA	gray	Other	2	Atha__AT3G48490
HOG0013527	NA	red	Mitochondria	1	Atha__AT1G74580
HOG0014776	NA	gray	Other	2	Atha__AT1G27460
HOG0008778	NA	gray	Other	2	Atha__AT3G61080
HOG0004645	NA	gray	Other	2	Atha__AT1G15750, Atha__AT1G80490
HOG0011378	NA	gray	Other	2	Atha__AT2G41870, Atha__AT3G57540
HOG0014973	NA	gray	Other	2	Atha__AT3G27340
HOG0011187	NA	gray	Other	2	Atha__AT5G49550
HOG0017243	NA	gray	Other	2	Atha__AT3G47670
HOG0014162	NA	gray	Other	2	Atha__AT5G48040
HOG0014587	NA	Green	Plastid	3	Atha__AT2G31900
HOG0011585	NA	red	Mitochondria	1	Atha__AT4G03240
HOG0007509	NA	gray	Other	2	Atha__AT5G04480
HOG0011672	NA	gray	Other	2	Atha__AT4G16535
HOG0014562	NA	gray	Other	2	Atha__AT2G28130
HOG0014975	NA	red	Mitochondria	1	Atha__AT3G27930
HOG0016779	NA	NA	NA	4	HOG0016779
HOG0015062	NA	gray	Other	2	Atha__AT5G19890
HOG0012928	NA	Green	Plastid	3	Atha__AT2G21385
HOG0013878	NA	Green	Plastid	3	Atha__AT3G20440
HOG0016191	NA	gray	Other	2	Atha__AT3G53000
HOG0010407	NA	gray	Other	2	Atha__AT4G15165, Atha__AT3G22110
HOG0013477	NA	Green	Plastid	3	Atha__AT1G73110
HOG0013857	NA	Green	Plastid	3	Atha__AT3G05625
HOG0010483	NA	gray	Other	2	Atha__AT1G48840, Atha__AT3G18350
HOG0013009	NA	Green	Plastid	3	Atha__AT2G47940
HOG0013391	NA	gray	Other	2	Atha__AT1G77600
HOG0014832	NA	gray	Other	2	Atha__AT1G17410
HOG0017212	NA	gray	Other	2	Atha__AT1G67970
HOG0005241	NA	gray	Other	2	Atha__AT4G34410
HOG0010622	NA	gray	Other	2	Atha__AT1G47570
HOG0008871	NA	red	Mitochondria	1	Atha__AT5G60960
HOG0009887	NA	gray	Other	2	Atha__AT5G37850
HOG0015552	NA	Green	Plastid	3	Atha__AT1G08530
HOG0016572	NA	gray	Other	2	Atha__AT2G46640
HOG0015147	NA	Green	Plastid	3	Atha__AT5G45680
HOG0014673	NA	red	Mitochondria	1	Atha__AT4G21705
HOG0013336	NA	gray	Other	2	Atha__AT1G20060
HOG0013980	NA	red	Mitochondria	1	Atha__AT5G50110
HOG0016127	NA	red	Mitochondria	1	Atha__AT1G09190
HOG0012088	NA	gray	Other	2	Atha__AT1G70480
HOG0013153	NA	Green	Plastid	3	Atha__AT4G33460
HOG0012405	NA	gray	Other	2	Atha__AT5G53310
HOG0013846	NA	gray	Other	2	Atha__AT3G48260
HOG0013390	NA	red	Mitochondria	1	Atha__AT1G67690
HOG0006774	NA	gray	Other	2	Atha__AT4G02570
HOG0001860	NA	NA	NA	4	HOG0001860
HOG0014231	NA	Green	Plastid	3	Atha__AT5G30510
HOG0014983	NA	gray	Other	2	Atha__AT3G60660
HOG0015639	NA	gray	Other	2	Atha__AT3G11150
HOG0015663	NA	gray	Other	2	Atha__AT3G13682
HOG0007264	NA	gray	Other	2	Atha__AT4G21250, Atha__AT4G21260, Atha__AT1G11540, Atha__AT1G61740
HOG0007824	NA	gray	Other	2	Atha__AT1G05280, Atha__AT4G15240
HOG0015744	NA	gray	Other	2	Atha__AT5G41330
HOG0006945	NA	gray	Other	2	Atha__AT3G11210
HOG0011964	NA	Green	Plastid	3	Atha__AT1G68660
HOG0009687	NA	gray	Other	2	Atha__AT3G48210
HOG0009808	NA	gray	Other	2	Atha__AT5G54750
